dataset_id,folder,state,tax_year,level,filing_status,primary_name,spouse_name,dependents,total_income,agi,taxable_income,total_tax,refund,amount_owed,state_tax,effective_rate,obbba_total,medicare_surtax,is_tipped,has_car_loan,is_senior
DS_0509,Dataset_0509_CA_2023_L1,CA,2023,1,mfj,Sean Roth,Edwin Roth,0,57300.0,57300.0,29600.0,3112.0,3764.0,0.0,584.64,5.43,0,0.0,False,False,False
DS_0510,Dataset_0510_NY_2024_L3,NY,2024,3,mfj,David Jordan,Katie Jordan,4,214288.16,209519.69,160492.69,26951.32,0.0,8855.32,10467.93,12.86,0,0.0,False,False,False
DS_0511,Dataset_0511_CA_2025_L1,CA,2025,1,mfj,Brian Jackson,Jeffery Jackson,0,74200.0,66298.19,34798.19,3698.78,5205.22,0.0,1186.16,5.58,7901.81,0.0,False,True,False
DS_0512,Dataset_0512_FL_2023_L3,FL,2023,3,mfj,Jennifer Rogers,Kevin Rogers,1,159148.15,157001.87,123225.87,20017.25,0.0,4753.25,0.0,12.75,0,0.0,False,False,False
DS_0513,Dataset_0513_NY_2022_L2,NY,2022,2,single,Barbara Joyce,N/A,1,129563.67,127807.72,109886.72,21720.21,0.0,5192.21,6620.21,16.99,0,0.0,False,False,False
DS_0514,Dataset_0514_FL_2025_L2,FL,2025,2,single,Zachary Davenport,N/A,2,144315.21,126693.52,99656.52,18999.63,0.0,3692.63,0.0,15.0,14341.09,0.0,False,True,True
DS_0515,Dataset_0515_FL_2021_L3,FL,2021,3,single,Stephanie Fleming,N/A,4,170667.78,166693.15,139506.15,26801.74,0.0,11681.74,0.0,16.08,0,0.0,False,False,False
DS_0516,Dataset_0516_FL_2023_L1,FL,2023,1,mfj,Ann Peck,Chad Peck,0,31500.0,31500.0,3800.0,380.0,2140.0,0.0,0.0,1.21,0,0.0,False,False,False
DS_0517,Dataset_0517_TX_2022_L1,TX,2022,1,mfj,Kayla Sharp,Michael Sharp,0,29800.0,29800.0,3900.0,390.0,1994.0,0.0,0.0,1.31,0,0.0,False,False,False
DS_0518,Dataset_0518_CA_2020_L2,CA,2020,2,single,Misty Johnson,N/A,3,129291.81,127031.22,108231.22,18576.16,0.0,3296.16,7817.33,14.62,0,0.0,False,False,False
DS_0519,Dataset_0519_FL_2024_L1,FL,2024,1,single,Lisa Walker,N/A,1,84700.0,84700.0,70100.0,8475.0,5077.0,0.0,0.0,10.01,0,0.0,False,False,False
DS_0520,Dataset_0520_IL_2021_L1,IL,2021,1,single,Peter Sandoval,N/A,0,55800.0,55800.0,43250.0,5263.5,1432.5,0.0,2632.16,9.43,0,0.0,False,False,False
DS_0521,Dataset_0521_TX_2025_L3,TX,2025,3,single,Edward Washington,N/A,0,197603.71,192828.09,161404.09,41135.22,0.0,22575.22,0.0,21.33,0.0,0.0,False,True,False
DS_0522,Dataset_0522_FL_2020_L1,FL,2020,1,mfj,Javier Walker,Jessica Walker,0,38000.0,38000.0,13200.0,1320.0,1720.0,0.0,0.0,3.47,0,0.0,False,False,False
DS_0523,Dataset_0523_TX_2021_L2,TX,2021,2,single,Matthew Ramirez,N/A,3,115799.06,113097.63,92899.63,14019.77,0.0,5019.77,0.0,12.4,0,0.0,False,False,False
DS_0524,Dataset_0524_NY_2023_L2,NY,2023,2,mfj,Ann Garrett,Alex Garrett,3,161679.01,158832.9,123075.9,17383.93,1800.07,0.0,7520.56,10.94,0,0.0,False,False,False
DS_0525,Dataset_0525_NY_2024_L1,NY,2024,1,single,Brian Ellison,N/A,0,33500.0,33500.0,18900.0,2036.0,644.0,0.0,1237.5,6.08,0,0.0,False,False,False
DS_0526,Dataset_0526_NY_2021_L1,NY,2021,1,mfj,Carrie Moreno,Joann Moreno,0,35415.75,35415.75,10315.75,1031.58,1752.42,0.0,785.71,2.91,0,0.0,False,False,False
DS_0527,Dataset_0527_IL_2020_L1,IL,2020,1,single,Jonathan Campos,N/A,0,51000.0,51000.0,38600.0,4434.5,1685.5,0.0,2394.56,8.7,0,0.0,False,False,False
DS_0528,Dataset_0528_FL_2021_L2,FL,2021,2,single,Erin Meza,N/A,3,100076.82,96332.14,73181.14,11387.72,0.0,5831.72,0.0,11.82,0,0.0,False,False,False
DS_0529,Dataset_0529_FL_2024_L1,FL,2024,1,mfj,Chad Salazar,Sheena Salazar,0,53000.0,53000.0,23800.0,2392.0,3968.0,0.0,0.0,4.51,0,0.0,False,False,False
DS_0530,Dataset_0530_IL_2025_L3,IL,2025,3,mfj,Adam Simon,Adam Simon,2,303081.14,302515.12,260961.12,45489.95,4272.05,0.0,14454.75,15.04,0.0,433.23,False,True,True
DS_0531,Dataset_0531_IL_2024_L3,IL,2024,3,mfj,Andrew Nicholson,Anne Nicholson,0,218181.1,217695.45,181241.45,30950.43,7967.57,0.0,10516.05,14.22,0,0.0,False,False,False
DS_0532,Dataset_0532_TX_2025_L2,TX,2025,2,single,Alice Perez,N/A,2,104967.21,103032.66,81805.66,12380.34,0.0,3296.34,0.0,12.02,0,0.0,False,False,False
DS_0533,Dataset_0533_CA_2020_L3,CA,2020,3,mfj,Nathan Curtis,Jennifer Curtis,1,225251.39,224707.89,191789.89,33275.58,0.0,4235.58,13079.26,14.81,0,0.0,False,False,False
DS_0534,Dataset_0534_TX_2025_L2,TX,2025,2,hoh,Whitney Bass,N/A,2,152563.21,149058.16,115510.16,21440.53,0.0,5248.53,0.0,14.38,0,0.0,False,False,False
DS_0535,Dataset_0535_NY_2025_L2,NY,2025,2,mfj,Kelly Russell,Jessica Russell,2,122226.96,113714.72,73502.72,8967.8,4744.2,0.0,5369.06,7.89,6000,0.0,False,False,True
DS_0536,Dataset_0536_FL_2023_L1,FL,2023,1,mfj,Ryan Holland,Katherine Holland,0,59911.85,59911.85,32211.85,3425.42,3690.58,0.0,0.0,5.72,0,0.0,False,False,False
DS_0537,Dataset_0537_NY_2021_L2,NY,2021,2,single,Cassie Williams,N/A,3,62300.44,61047.92,44951.92,2505.03,2690.97,0.0,2752.64,4.1,0,0.0,False,False,False
DS_0538,Dataset_0538_CA_2023_L2,CA,2023,2,single,Kathleen King,N/A,2,131480.54,128637.18,106738.18,20703.88,0.0,6303.88,8006.96,16.09,0,0.0,False,False,False
DS_0539,Dataset_0539_CA_2025_L1,CA,2025,1,mfj,Stephen Snyder,Michael Snyder,1,74400.0,74400.0,42900.0,2471.0,6457.0,0.0,1176.84,3.32,0,0.0,False,False,False
DS_0540,Dataset_0540_TX_2025_L2,TX,2025,2,single,Joseph Clark,N/A,3,130209.23,114471.51,89555.51,14491.64,0.0,1207.64,0.0,12.66,12500,0.0,False,False,False
DS_0541,Dataset_0541_FL_2023_L3,FL,2023,3,mfj,John Curtis,Kevin Curtis,1,295506.71,294436.93,250758.93,47457.19,0.0,4677.19,0.0,16.12,0,335.5,False,False,False
DS_0542,Dataset_0542_NY_2022_L2,NY,2022,2,mfj,Jennifer Morrison,Juan Morrison,2,73513.62,70755.25,37046.25,5551.29,0.0,2975.29,2676.29,7.85,0,0.0,False,False,False
DS_0543,Dataset_0543_CA_2021_L2,CA,2021,2,hoh,William Novak,N/A,1,66461.0,64358.59,39606.59,5073.6,0.0,2225.6,903.05,7.88,0,0.0,False,False,False
DS_0544,Dataset_0544_FL_2025_L3,FL,2025,3,single,Jeremy Browning,N/A,0,147331.46,135581.48,110098.48,26146.79,0.0,10608.79,0.0,19.28,8311.91,0.0,False,False,False
DS_0545,Dataset_0545_TX_2023_L3,TX,2023,3,single,Michael Murray,N/A,3,239648.76,237491.92,205873.92,45115.11,0.0,21979.11,0.0,19.0,0,239.79,False,False,False
DS_0546,Dataset_0546_NY_2023_L3,NY,2023,3,single,Patricia Olson,N/A,1,127865.65,122445.76,93252.76,24662.88,0.0,19070.88,6298.5,20.14,0,0.0,False,False,False
DS_0547,Dataset_0547_NY_2020_L2,NY,2020,2,mfj,Jenna Montgomery,Roberta Montgomery,1,91872.48,89691.3,58716.3,9013.32,0.0,1873.32,3717.77,10.05,0,0.0,False,False,False
DS_0548,Dataset_0548_IL_2021_L1,IL,2021,1,mfj,Stacy Decker,Craig Decker,0,84200.0,84200.0,59100.0,6694.0,6778.0,0.0,3908.03,7.95,0,0.0,False,False,False
DS_0549,Dataset_0549_NY_2020_L1,NY,2020,1,single,Hannah Lee,N/A,0,38200.0,38200.0,25800.0,2898.5,157.5,0.0,1496.0,7.59,0,0.0,False,False,False
DS_0550,Dataset_0550_FL_2024_L1,FL,2024,1,mfj,Nicole Scott,Michele Scott,0,51100.0,51100.0,21900.0,2190.0,3942.0,0.0,0.0,4.29,0,0.0,False,False,False
DS_0551,Dataset_0551_FL_2022_L2,FL,2022,2,single,Sheryl Wells,N/A,1,159998.61,157131.64,134605.64,29874.78,0.0,12098.78,0.0,19.01,0,0.0,False,False,False
DS_0552,Dataset_0552_CA_2023_L2,CA,2023,2,mfj,Joseph James,Russell James,1,143663.01,142092.15,109945.15,15944.64,3239.36,0.0,5483.05,11.22,0,0.0,False,False,False
DS_0553,Dataset_0553_IL_2023_L1,IL,2023,1,mfj,Michelle Evans,Katrina Evans,0,74300.0,74300.0,46600.0,5152.0,3764.0,0.0,3417.98,6.93,0,0.0,False,False,False
DS_0554,Dataset_0554_IL_2024_L3,IL,2024,3,single,Eric Yu,N/A,0,272649.02,270903.5,234955.5,56921.95,0.0,20951.95,13279.79,21.01,0,558.66,False,False,False
DS_0555,Dataset_0555_TX_2025_L1,TX,2025,1,mfj,Heather Rosario,Matthew Rosario,0,41200.0,31724.31,224.31,22.43,4921.57,0.0,0.0,0.07,9475.69,0.0,False,True,False
DS_0556,Dataset_0556_NY_2025_L2,NY,2025,2,mfj,Barbara Adams,Amber Adams,3,174213.83,164830.0,122957.0,17606.97,1596.03,0.0,8164.98,10.68,5719.61,0.0,False,False,False
DS_0557,Dataset_0557_CA_2021_L3,CA,2021,3,mfj,Aaron Miller,Dustin Miller,4,228141.51,225458.87,179552.87,28249.97,0.0,8729.97,13028.29,12.53,0,0.0,False,False,False
DS_0558,Dataset_0558_FL_2020_L3,FL,2020,3,mfj,Connie Collins,William Collins,3,185894.6,182983.61,142949.61,22850.88,0.0,5698.88,0.0,12.49,0,0.0,False,False,False
DS_0559,Dataset_0559_IL_2021_L3,IL,2021,3,hoh,Maria Gray,N/A,1,252910.22,251697.01,214777.01,51082.81,0.0,25546.81,12199.13,20.3,0,389.43,False,False,False
DS_0560,Dataset_0560_FL_2025_L3,FL,2025,3,single,Jason Vaughan,N/A,2,186582.56,171517.29,137763.29,33957.25,0.0,18731.25,0.0,19.8,8841.74,0.0,False,False,False
DS_0561,Dataset_0561_FL_2023_L1,FL,2023,1,single,Tracy Ford,N/A,1,71024.71,71024.71,57174.71,5885.94,2550.06,0.0,0.0,8.29,0,0.0,False,False,False
DS_0562,Dataset_0562_FL_2022_L3,FL,2022,3,single,Robert Miller,N/A,2,222700.56,222201.42,201796.42,43067.74,0.0,2653.74,0.0,19.38,0,163.11,False,False,False
DS_0563,Dataset_0563_IL_2025_L2,IL,2025,2,single,Paul Simmons,N/A,2,160908.85,157810.8,133290.8,26632.88,0.0,8088.88,7421.82,16.88,0,0.0,False,False,False
DS_0564,Dataset_0564_FL_2021_L1,FL,2021,1,mfj,Christopher Moreno,Leslie Moreno,0,66200.0,66200.0,41100.0,4534.0,3410.0,0.0,0.0,6.85,0,0.0,False,False,False
DS_0565,Dataset_0565_CA_2021_L3,CA,2021,3,mfj,Helen Taylor,George Taylor,0,107873.9,105476.61,73589.61,13227.33,0.0,4935.33,2875.28,12.54,0,0.0,False,False,False
DS_0566,Dataset_0566_IL_2025_L3,IL,2025,3,single,Ashley Howell,N/A,1,263035.73,259810.6,222449.6,54793.0,0.0,30748.0,12609.53,21.09,177.39,450.64,True,False,False
DS_0567,Dataset_0567_NY_2020_L2,NY,2020,2,mfj,Stephanie Freeman,Alec Freeman,1,84234.86,83142.37,55249.37,6419.91,1704.09,0.0,3357.58,7.72,0,0.0,False,False,False
DS_0568,Dataset_0568_NY_2025_L2,NY,2025,2,single,Emily Hopkins,N/A,1,109517.34,80072.74,60165.74,8887.0,5173.0,0.0,5434.69,11.1,27976.33,0.0,True,False,False
DS_0569,Dataset_0569_CA_2020_L3,CA,2020,3,single,Juan Greene,N/A,3,203630.19,200667.88,170136.88,35383.92,0.0,17863.92,14665.54,17.63,0,0.0,False,False,False
DS_0570,Dataset_0570_TX_2024_L2,TX,2024,2,single,Scott Fowler,N/A,2,86833.52,85175.49,65881.49,8862.99,0.0,1470.99,0.0,10.41,0,0.0,False,False,False
DS_0571,Dataset_0571_IL_2025_L2,IL,2025,2,single,Daniel Williams,N/A,3,151056.03,148112.49,124029.49,21901.16,0.0,4733.16,6811.82,14.79,0,0.0,False,False,False
DS_0572,Dataset_0572_CA_2025_L2,CA,2025,2,mfj,Patricia Silva,Jose Silva,3,79609.89,77860.72,41408.72,3498.34,2801.66,0.0,1280.63,4.49,0,0.0,False,False,False
DS_0573,Dataset_0573_FL_2022_L1,FL,2022,1,single,Walter Blevins,N/A,0,46764.15,46764.15,33814.15,3852.2,1691.8,0.0,0.0,8.24,0,0.0,False,False,False
DS_0574,Dataset_0574_CA_2025_L2,CA,2025,2,single,Jason Beltran,N/A,2,141175.43,138331.86,114531.86,21621.79,0.0,5637.79,8908.56,15.63,0,0.0,False,False,False
DS_0575,Dataset_0575_CA_2023_L2,CA,2023,2,hoh,Debbie Mcintosh,N/A,2,128553.18,126026.61,98073.61,16384.82,0.0,1664.82,5600.24,13.0,0,0.0,False,False,False
DS_0576,Dataset_0576_FL_2021_L2,FL,2021,2,single,Denise King,N/A,2,88388.77,85212.09,63669.09,10609.05,0.0,5545.05,0.0,12.45,0,0.0,False,False,False
DS_0577,Dataset_0577_TX_2024_L3,TX,2024,3,single,Kristine Smith,N/A,1,199124.03,197148.53,172581.53,36413.07,0.0,12813.07,0.0,18.47,0,0.0,False,False,False
DS_0578,Dataset_0578_IL_2023_L1,IL,2023,1,single,Bryan Warren,N/A,0,77600.0,77600.0,63750.0,9332.5,0.0,20.5,3711.26,12.03,0,0.0,False,False,False
DS_0579,Dataset_0579_TX_2024_L1,TX,2024,1,mfj,Melissa Mathis,Shawn Mathis,0,39672.69,39672.69,10472.69,1047.27,2096.73,0.0,0.0,2.64,0,0.0,False,False,False
DS_0580,Dataset_0580_CA_2020_L2,CA,2020,2,single,Elizabeth Smith,N/A,2,78325.01,75665.4,55736.4,9371.22,0.0,6195.22,3080.58,12.39,0,0.0,False,False,False
DS_0581,Dataset_0581_CA_2024_L1,CA,2024,1,mfj,Willie Powell,Kevin Powell,0,48700.0,48700.0,19500.0,1950.0,3894.0,0.0,412.64,4.0,0,0.0,False,False,False
DS_0582,Dataset_0582_FL_2025_L3,FL,2025,3,mfj,Kristen Simpson,James Simpson,4,297560.06,276516.37,226250.37,34052.08,0.0,1782.08,0.0,12.31,19787.23,345.06,True,False,False
DS_0583,Dataset_0583_NY_2020_L1,NY,2020,1,mfj,Jesus Smith,Jessica Smith,1,79300.0,79300.0,54500.0,4145.0,5371.0,0.0,3146.25,5.23,0,0.0,False,False,False
DS_0584,Dataset_0584_CA_2021_L2,CA,2021,2,mfj,Michael Nguyen,Ryan Nguyen,1,134111.28,131617.62,99458.62,15365.21,218.79,0.0,4645.09,11.67,0,0.0,False,False,False
DS_0585,Dataset_0585_IL_2021_L1,IL,2021,1,single,Keith Figueroa,N/A,1,83200.0,83200.0,70650.0,8091.5,5220.5,0.0,3858.53,9.73,0,0.0,False,False,False
DS_0586,Dataset_0586_FL_2024_L3,FL,2024,3,single,Alexander Gordon,N/A,1,84928.63,82970.27,62826.27,10791.49,0.0,4479.49,0.0,13.01,0,0.0,False,False,False
DS_0587,Dataset_0587_FL_2024_L2,FL,2024,2,single,Danielle Carr,N/A,3,120929.46,116708.47,90159.47,17330.06,0.0,10070.06,0.0,14.85,0,0.0,False,False,False
DS_0588,Dataset_0588_NY_2025_L1,NY,2025,1,single,Todd Sawyer,N/A,1,31100.0,22977.66,7227.66,0.0,2488.0,0.0,1105.5,0.0,8122.34,0.0,False,True,False
DS_0589,Dataset_0589_NY_2024_L1,NY,2024,1,single,Taylor Buchanan,N/A,0,31000.0,31000.0,16400.0,1736.0,744.0,0.0,1100.0,5.6,0,0.0,False,False,False
DS_0590,Dataset_0590_TX_2020_L3,TX,2020,3,mfj,James White,John White,4,156191.34,149584.54,104633.54,19812.98,0.0,13464.98,0.0,13.25,0,0.0,False,False,False
DS_0591,Dataset_0591_NY_2024_L1,NY,2024,1,mfj,Hayden Moore,Joseph Moore,0,67189.74,67189.74,37989.74,4094.77,3873.23,0.0,2480.19,6.09,0,0.0,False,False,False
DS_0592,Dataset_0592_FL_2021_L2,FL,2021,2,mfj,Alicia Alexander,April Alexander,1,116114.32,115051.0,86941.0,9750.66,2249.34,0.0,0.0,8.48,0,0.0,False,False,False
DS_0593,Dataset_0593_TX_2022_L1,TX,2022,1,mfj,Sonya Williams,Debra Williams,0,74500.0,74500.0,48600.0,5421.0,3519.0,0.0,0.0,7.28,0,0.0,False,False,False
DS_0594,Dataset_0594_TX_2025_L1,TX,2025,1,mfj,Shannon Riley,Amy Riley,1,80467.33,56704.97,25204.97,347.6,12527.4,0.0,0.0,0.61,23762.36,0.0,False,True,False
DS_0595,Dataset_0595_TX_2023_L3,TX,2023,3,single,Lisa Johnson,N/A,3,223755.77,222417.83,194881.83,39119.43,0.0,14575.43,0.0,17.59,0,149.36,False,False,False
DS_0596,Dataset_0596_FL_2024_L2,FL,2024,2,mfj,Richard Wallace,Peter Wallace,1,131013.36,128763.44,93194.44,13219.17,0.0,1579.17,0.0,10.27,0,0.0,False,False,False
DS_0597,Dataset_0597_FL_2024_L1,FL,2024,1,single,James Ramos,N/A,0,71300.0,71300.0,56700.0,7527.0,1029.0,0.0,0.0,10.56,0,0.0,False,False,False
DS_0598,Dataset_0598_NY_2022_L2,NY,2022,2,mfj,Jessica Short,Andrew Short,3,128879.02,125570.45,90304.45,11718.13,1241.87,0.0,5691.12,9.33,0,0.0,False,False,False
DS_0599,Dataset_0599_CA_2020_L2,CA,2020,2,single,Walter Smith,N/A,1,110417.39,108682.5,91371.5,17478.45,0.0,3974.45,6191.44,16.08,0,0.0,False,False,False
DS_0600,Dataset_0600_CA_2020_L3,CA,2020,3,single,Jonathan Smith,N/A,3,142613.33,137895.12,112138.12,24429.07,0.0,15669.07,8827.68,17.72,0,0.0,False,False,False
DS_0601,Dataset_0601_IL_2022_L3,IL,2022,3,single,Justin Moreno,N/A,4,221418.43,219950.84,191100.84,37394.23,0.0,14914.23,10237.88,17.0,0,125.28,False,False,False
DS_0602,Dataset_0602_FL_2020_L1,FL,2020,1,mfj,Kayla Ryan,Lisa Ryan,0,73700.0,73700.0,48900.0,5473.0,3371.0,0.0,0.0,7.43,0,0.0,False,False,False
DS_0603,Dataset_0603_NY_2021_L3,NY,2021,3,single,Dakota Armstrong,N/A,4,206953.79,205301.38,178072.38,34414.99,0.0,13294.99,11269.83,16.76,0,0.0,False,False,False
DS_0604,Dataset_0604_NY_2020_L2,NY,2020,2,mfj,Sean Wright,Kathy Wright,1,226881.67,226330.0,193290.0,33651.94,0.0,6827.94,11476.55,14.87,0,0.0,False,False,False
DS_0605,Dataset_0605_TX_2020_L3,TX,2020,3,single,Stephanie Smith,N/A,2,177115.32,174646.68,150100.68,31040.93,0.0,13280.93,0.0,17.77,0,0.0,False,False,False
DS_0606,Dataset_0606_FL_2021_L2,FL,2021,2,mfj,Brandon Moore,Craig Moore,3,138531.37,135579.85,102123.85,10867.29,4332.71,0.0,0.0,8.02,0,0.0,False,False,False
DS_0607,Dataset_0607_CA_2023_L1,CA,2023,1,mfj,David Hanson,Phyllis Hanson,0,75400.0,75400.0,47700.0,5284.0,3764.0,0.0,1234.16,7.01,0,0.0,False,False,False
DS_0608,Dataset_0608_NY_2025_L3,NY,2025,3,single,Matthew Ferguson,N/A,1,214345.83,203931.97,170800.97,40531.02,0.0,20574.02,11551.59,19.87,6065.42,44.9,False,True,False
DS_0609,Dataset_0609_TX_2022_L2,TX,2022,2,single,William Warren,N/A,3,74612.48,72262.39,52659.39,5902.26,0.0,2774.26,0.0,8.17,0,0.0,False,False,False
DS_0610,Dataset_0610_NY_2023_L3,NY,2023,3,mfj,Heather Solomon,Angela Solomon,3,229859.33,229020.01,188784.01,27826.12,8561.88,0.0,11637.95,12.15,0,0.0,False,False,False
DS_0611,Dataset_0611_TX_2021_L1,TX,2021,1,mfj,Wesley Hall,Edward Hall,0,68500.0,68500.0,43400.0,4810.0,3410.0,0.0,0.0,7.02,0,0.0,False,False,False
DS_0612,Dataset_0612_TX_2025_L3,TX,2025,3,single,Samantha Lyons,N/A,2,178214.95,166048.03,131005.03,33518.56,0.0,23993.56,0.0,20.19,5351.74,0.0,False,False,False
DS_0613,Dataset_0613_FL_2021_L1,FL,2021,1,mfj,Chad Johnson,Christine Johnson,0,42700.0,42700.0,17600.0,1760.0,3364.0,0.0,0.0,4.12,0,0.0,False,False,False
DS_0614,Dataset_0614_IL_2025_L3,IL,2025,3,mfj,Destiny White,Matthew White,4,466270.15,465268.04,418801.04,86461.45,0.0,1079.45,22251.14,18.58,0,1864.9,False,False,False
DS_0615,Dataset_0615_TX_2024_L1,TX,2024,1,single,Steven Nichols,N/A,0,77200.0,77200.0,62600.0,8825.0,439.0,0.0,0.0,11.43,0,0.0,False,False,False
DS_0616,Dataset_0616_NY_2024_L1,NY,2024,1,mfj,Theresa King,Maurice King,0,63900.0,63900.0,34700.0,3700.0,3968.0,0.0,2299.25,5.79,0,0.0,False,False,False
DS_0617,Dataset_0617_IL_2025_L2,IL,2025,2,single,Michael Poole,N/A,3,133501.38,107237.38,87537.38,10362.95,7680.05,0.0,6019.5,9.66,24868.63,0.0,True,False,False
DS_0618,Dataset_0618_IL_2023_L2,IL,2023,2,mfj,Kevin Jones,Jennifer Jones,3,156025.9,152953.08,116554.08,16402.55,1549.45,0.0,6921.49,10.72,0,0.0,False,False,False
DS_0619,Dataset_0619_NY_2021_L2,NY,2021,2,single,Nathan Goodwin,N/A,3,124796.39,121993.51,101508.51,16688.8,0.0,3408.8,6271.36,13.68,0,0.0,False,False,False
DS_0620,Dataset_0620_CA_2021_L3,CA,2021,3,mfj,John Wilson,Deanna Wilson,1,226437.42,224363.68,180514.68,35513.01,0.0,14777.01,13047.25,15.83,0,0.0,False,False,False
DS_0621,Dataset_0621_NY_2025_L1,NY,2025,1,mfj,Joshua Anthony,Rebecca Anthony,0,69600.0,69600.0,38100.0,4095.0,4257.0,0.0,2612.75,5.88,0,0.0,False,False,False
DS_0622,Dataset_0622_NY_2023_L1,NY,2023,1,single,Shawn Rangel,N/A,0,34500.0,34500.0,20650.0,2258.0,502.0,0.0,1292.5,6.54,0,0.0,False,False,False
DS_0623,Dataset_0623_NY_2020_L3,NY,2020,3,mfj,Joseph Collins,Elizabeth Collins,4,339150.72,337717.54,291511.54,53668.9,0.0,17380.9,18159.8,15.89,0,680.76,False,False,False
DS_0624,Dataset_0624_CA_2025_L3,CA,2025,3,mfj,Michelle Anderson,Nicholas Anderson,1,228761.87,222327.98,169231.98,32629.66,0.0,11301.66,13094.94,14.68,2548.58,0.0,False,False,True
DS_0625,Dataset_0625_FL_2025_L3,FL,2025,3,mfj,Fernando Everett,Robin Everett,3,247156.84,232635.7,184668.7,27829.16,7774.84,0.0,0.0,11.96,12534.11,0.0,False,False,False
DS_0626,Dataset_0626_TX_2025_L1,TX,2025,1,mfj,Jesse Jackson,Keith Jackson,0,51670.08,51670.08,20170.08,2017.01,4090.99,0.0,0.0,3.9,0,0.0,False,False,False
DS_0627,Dataset_0627_FL_2024_L2,FL,2024,2,single,Kenneth Contreras,N/A,1,150856.84,147815.52,124605.52,27030.45,0.0,9926.45,0.0,18.29,0,0.0,False,False,False
DS_0628,Dataset_0628_FL_2024_L3,FL,2024,3,hoh,William Henderson,N/A,1,236811.15,235952.17,201223.17,42102.92,0.0,5010.92,0.0,17.84,0,250.56,False,False,False
DS_0629,Dataset_0629_CA_2023_L2,CA,2023,2,mfj,Joseph Owens,Johnathan Owens,3,124114.29,121227.34,85354.34,9576.42,3383.58,0.0,3744.59,7.9,0,0.0,False,False,False
DS_0630,Dataset_0630_CA_2022_L1,CA,2022,1,single,Luis Craig,N/A,0,73500.0,73500.0,60550.0,8938.0,0.0,118.0,2966.68,12.16,0,0.0,False,False,False
DS_0631,Dataset_0631_CA_2021_L1,CA,2021,1,mfj,Zoe Kerr,Laura Kerr,1,39600.0,39600.0,14500.0,0.0,3168.0,0.0,0,0.0,0,0.0,False,False,False
DS_0632,Dataset_0632_NY_2022_L2,NY,2022,2,hoh,Katrina Hines,N/A,2,58409.13,57139.73,34145.73,2538.8,525.2,0.0,2278.06,4.44,0,0.0,False,False,False
DS_0633,Dataset_0633_NY_2022_L3,NY,2022,3,mfj,Adrian Smith,Carla Smith,0,234704.18,234044.55,198292.55,36580.47,3943.53,0.0,11939.42,15.63,0,0.0,False,False,False
DS_0634,Dataset_0634_TX_2025_L2,TX,2025,2,single,Nathaniel Harrison,N/A,2,101060.62,95148.43,73220.43,9574.15,0.0,106.15,0.0,10.06,4436.36,0.0,False,False,True
DS_0635,Dataset_0635_IL_2022_L3,IL,2022,3,hoh,Christopher Thompson,N/A,2,220153.48,219606.35,192034.35,38354.46,453.54,0.0,10480.7,17.47,0,127.2,False,False,False
DS_0636,Dataset_0636_FL_2022_L2,FL,2022,2,hoh,James Poole,N/A,1,78484.03,77590.05,55659.05,6174.04,1565.96,0.0,0.0,7.96,0,0.0,False,False,False
DS_0637,Dataset_0637_CA_2023_L3,CA,2023,3,single,Jeffrey Navarro,N/A,1,94704.0,92421.59,72110.59,13736.66,0.0,6608.66,4679.18,14.86,0,0.0,False,False,False
DS_0638,Dataset_0638_CA_2022_L2,CA,2022,2,single,Deborah Silva,N/A,3,128929.92,126504.66,106688.66,18291.31,0.0,3475.31,7768.36,14.46,0,0.0,False,False,False
DS_0639,Dataset_0639_FL_2025_L2,FL,2025,2,single,Loretta Austin,N/A,3,155238.15,151484.43,125107.43,23780.23,0.0,7812.23,0.0,15.7,0,0.0,False,False,False
DS_0640,Dataset_0640_TX_2021_L2,TX,2021,2,single,Jesse Thomas,N/A,2,58237.9,56799.23,40176.23,2877.34,0.0,21.34,0.0,5.07,0,0.0,False,False,False
DS_0641,Dataset_0641_TX_2024_L3,TX,2024,3,mfj,April Weeks,John Weeks,3,201775.85,200739.84,163474.84,22142.48,1437.52,0.0,0.0,11.03,0,0.0,False,False,False
DS_0642,Dataset_0642_CA_2025_L2,CA,2025,2,mfj,Richard Wilson,Linda Wilson,2,152711.72,149460.15,108755.15,15857.26,1070.74,0.0,6040.95,10.61,0,0.0,False,False,False
DS_0643,Dataset_0643_IL_2022_L3,IL,2022,3,single,Ryan Johnson,N/A,0,120431.59,117492.15,96221.15,22807.46,0.0,13807.46,5685.92,19.41,0,0.0,False,False,False
DS_0644,Dataset_0644_FL_2023_L3,FL,2023,3,hoh,Tina Sheppard,N/A,1,218603.41,217318.4,183993.4,37621.43,0.0,13141.43,0.0,17.31,0,97.52,False,False,False
DS_0645,Dataset_0645_NY_2024_L1,NY,2024,1,single,Daniel Richards,N/A,0,83300.0,83300.0,68700.0,10167.0,3161.0,0.0,3976.5,12.21,0,0.0,False,False,False
DS_0646,Dataset_0646_FL_2024_L3,FL,2024,3,hoh,Joseph Jones,N/A,3,187296.28,183799.83,150144.83,28376.67,0.0,8392.67,0.0,15.44,0,0.0,False,False,False
DS_0647,Dataset_0647_IL_2020_L3,IL,2020,3,single,Robin Rollins,N/A,4,144095.71,141860.41,123114.41,20097.56,0.0,2737.56,6372.4,14.17,0,0.0,False,False,False
